treatment	OTU	Phylum	Class	Order	Family	Genus	Maximum log2 fold change	C source bioavailability	C assimilation Latency
Glucose Day 14	OTU.1848	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Derxia	1.70135722323897	42.2	1.5258979832788
Glucose Day 14	OTU.185	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Candidatus_Alysiosphaera	uncultured_bacterium	3.21159104964139	46.5	2.29248373933529
Glucose Day 14	OTU.1873	Chloroflexi	KD4-96	uncultured_Chloroflexi_bacterium	NA	NA	0	46.5	2.29248373933529
Glucose Day 14	OTU.192	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	3.4190366152269	43.6666666666667	1.61209396898383
Glucose Day 14	OTU.1921	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Isosphaera	0.524445698257793	47	2.63905732961526
Glucose Day 14	OTU.196	Actinobacteria	Micrococcales	Promicromonosporaceae	Promicromonospora	NA	5.28628810457793	43.25	1.23035992882295
Glucose Day 14	OTU.198	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	NA	1.06507977042718	39.6666666666667	0.709410568616422
Glucose Day 14	OTU.2	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	5.12706024029874	43.2857142857143	0.119871584740432
Glucose Day 14	OTU.203	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	4.8712464331099	41.4	0.368109926679497
Glucose Day 14	OTU.205	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	0.768215784723916	42.5	2.10383662376455
Glucose Day 14	OTU.206	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	5.82967994932148	43.6666666666667	1.64047990509726
Glucose Day 14	OTU.207	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	1.96440045643199	46.5	2.29248373933529
Glucose Day 14	OTU.212	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	2.70137105725273	46	1.52832249289019
Glucose Day 14	OTU.214	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	1.68804962302359	43	1.71142454100154
Glucose Day 14	OTU.217	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	1.27296798640851	43	1.71142454100154
Glucose Day 14	OTU.2171	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	2.11640723912158	45.6	1.47563509762262
Glucose Day 14	OTU.218	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29_marine_group	0	43.1428571428571	1.11885916864364
Glucose Day 14	OTU.2187	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	10.2538894125297	41.4	0.984287943058357
Glucose Day 14	OTU.22	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	Agromyces_fucosus	2.06907446463177	44.8333333333333	1.1303653426678
Glucose Day 14	OTU.220	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	1.31946731346848	42.3333333333333	1.05935127678265
Glucose Day 14	OTU.223	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ilumatobacter	0.857964357636013	43.4285714285714	1.4767914453566
Glucose Day 14	OTU.224	Chloroflexi	Gitt-GS-136	NA	NA	NA	0	46	0.770222520473574
Glucose Day 14	OTU.225	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	1.70136973984273	44.6666666666667	1.39316745685414
Glucose Day 14	OTU.2256	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	NA	0.051840614236606	45	1.81075511301926
Glucose Day 14	OTU.2316	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	NA	2.2863006210731	42.3333333333333	2.1930837373367
Glucose Day 14	OTU.2339	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0.249158702589776	47	2.63905732961526
Glucose Day 14	OTU.24	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	NA	2.08324403381137	43.25	1.19692500818116
Glucose Day 14	OTU.240	Proteobacteria	Deltaproteobacteria	Myxococcales	0319-6G20	uncultured_bacterium	6.4924831845848	45.5	2.01783066716826
Glucose Day 14	OTU.2401	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	2.41900866018128	46.3333333333333	2.17695920924196
Glucose Day 14	OTU.245	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	NA	2.594925231011	47	2.63905732961526
Glucose Day 14	OTU.246	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	4.22494886661054	46.5	0.202732554054082
Glucose Day 14	OTU.248	Actinobacteria	MB-A2-108	NA	NA	NA	0.305586692524741	42.4	1.66452741939079
Glucose Day 14	OTU.250	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	NA	0	41.25	0.761130609430856
Glucose Day 14	OTU.253	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	2.83887185010235	47	2.63905732961526
Glucose Day 14	OTU.254	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	NA	0	42	0.916993495734114
Glucose Day 14	OTU.261	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA	8.02494954380317	39.6666666666667	0.99184318874549
Glucose Day 14	OTU.270	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	uncultured_bacterium	1.15748737386479	47	2.63905732961526
Glucose Day 14	OTU.2711	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0	42.1666666666667	0.772292940473334
Glucose Day 14	OTU.2738	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	0.688045257161004	47	2.63905732961526
Glucose Day 14	OTU.28	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	1.73262544020586	43.3333333333333	0.947263294556447
Glucose Day 14	OTU.282	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	0.251910372581356	46.6666666666667	2.66205495344424
Glucose Day 14	OTU.291	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_Chloroflexi_bacterium	NA	1.39850288092168	46.5	2.29248373933529
Glucose Day 14	OTU.2945	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	10.6859481600339	40.25	0.743882391559118
Glucose Day 14	OTU.2986	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	2.52455736138781	44.25	1.4837235489049
Glucose Day 14	OTU.303	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	1.74617641791391	46.5	2.29248373933529
Glucose Day 14	OTU.304	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	0.990604377775109	40.5	0.549306144334055
Glucose Day 14	OTU.3045	Chloroflexi	KD4-96	uncultured_bacterium	NA	NA	0	47	2.63905732961526
Glucose Day 14	OTU.306	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga	4.09176295159831	42.1666666666667	1.28577462078905
Glucose Day 14	OTU.310	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	uncultured	5.9773705983874	41.5	1.40364672396293
Glucose Day 14	OTU.32	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	uncultured_bacterium	0.581648065863836	42.8333333333333	1.72292335291603
Glucose Day 14	OTU.3205	Actinobacteria	Acidimicrobiia	Acidimicrobiales	NA	NA	0.920223449728138	41.25	1.42089494183467
Glucose Day 14	OTU.326	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	uncultured	2.59098729604967	47	2.63905732961526
Glucose Day 14	OTU.33	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	8.99683501963385	45	0.732408192445407
Glucose Day 14	OTU.333	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0.348607100769739	43.2857142857143	0.932982518246555
Glucose Day 14	OTU.3370	Actinobacteria	Acidimicrobiia	Acidimicrobiales	TM214	uncultured_bacterium	2.83397995497484	43.6666666666667	1.89452658911289
Glucose Day 14	OTU.34	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	4.43833157903921	42.3333333333333	1.1303653426678
Glucose Day 14	OTU.343	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured_bacterium	0.716540242983461	47	2.63905732961526
Glucose Day 14	OTU.344	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	5.08012736852852	46.5	2.29248373933529
Glucose Day 14	OTU.3455	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	1.68792594310105	40.25	1.14624186966764
Glucose Day 14	OTU.347	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	3.10309154806638	39.6666666666667	0.99184318874549
Glucose Day 14	OTU.3514	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium	7.31052487836047	46	0.770222520473574
Glucose Day 14	OTU.3544	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	46.5	2.29248373933529
Glucose Day 14	OTU.3579	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4_lineage	0	42.2	1.86632744538647
Glucose Day 14	OTU.36	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured_bacterium	0.561019092552316	43.3333333333333	1.03635365295366
Glucose Day 14	OTU.360	Actinobacteria	Thermoleophilia	Solirubrobacterales	480-2	NA	1.20257943450939	47	2.63905732961526
Glucose Day 14	OTU.3608	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA	3.50868589013989	39.6666666666667	1.24588987276112
Glucose Day 14	OTU.361	Chloroflexi	Thermomicrobia	AKYG1722	NA	NA	1.83403821590894	43.25	1.75022031424291
Glucose Day 14	OTU.37	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	2.48563741494578	42.6666666666667	0.380397064279421
Glucose Day 14	OTU.3719	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	uncultured	0	43.25	1.53543128331894
Glucose Day 14	OTU.378	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29_marine_group	0.531444738400421	46.3333333333333	2.17695920924196
Glucose Day 14	OTU.3784	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	1.00992548877322	44.6	2.06750802349924
Glucose Day 14	OTU.3811	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	2.10940819897895	42.2	1.67832599368818
Glucose Day 14	OTU.4	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	4.11125986603183	43.125	0.206253913674919
Glucose Day 14	OTU.4002	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	4.17855709144317	47	2.63905732961526
Glucose Day 14	OTU.4022	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	4.55262985694152	46.3333333333333	2.17695920924196
Glucose Day 14	OTU.403	Firmicutes	Bacilli	Bacillales	Planococcaceae	uncultured	4.83290377085906	47	1.31952866480763
Glucose Day 14	OTU.406	Actinobacteria	Acidimicrobiia	Acidimicrobiales	uncultured	uncultured_bacterium	0	42.3333333333333	1.52832249289019
Glucose Day 14	OTU.407	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	3.21159104964139	42.1666666666667	0.746601160502124
Glucose Day 14	OTU.416	Proteobacteria	Deltaproteobacteria	Myxococcales	Sorangiineae	Polyangiaceae	1.10947440346424	41.4	0.984287943058357
Glucose Day 14	OTU.4165	Acidobacteria	DA023	uncultured_bacterium	NA	NA	4.43007763675638	46.5	2.29248373933529
Glucose Day 14	OTU.4180	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	0	46	1.31952866480763
Glucose Day 14	OTU.42	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	0	43.1428571428571	0.565830452799654
Glucose Day 14	OTU.4219	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	1.50518792052437	42.1666666666667	1.53982130480468
Glucose Day 14	OTU.422	Actinobacteria	Thermoleophilia	Solirubrobacterales	Elev-16S-1332	NA	0	46	0.770222520473574
Glucose Day 14	OTU.431	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured_bacterium	0	47	2.63905732961526
Glucose Day 14	OTU.436	Proteobacteria	Deltaproteobacteria	Myxococcales	Cystobacterineae	uncultured	4.22490700700418	42.5	1.33361410329098
Glucose Day 14	OTU.4381	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	5.915160370443	43.8571428571429	0.833961492452277
Glucose Day 14	OTU.4393	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured_bacterium	0	42.2	1.67832599368818
Glucose Day 14	OTU.44	Actinobacteria	Corynebacteriales	uncultured	uncultured_bacterium	NA	0.848657549766304	47	2.63905732961526
Glucose Day 14	OTU.447	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	0.202598350262617	47	2.63905732961526
Glucose Day 14	OTU.4496	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	0.846439997630443	43.6666666666667	1.89452658911289
Glucose Day 14	OTU.4589	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	3.31822583867826	39.6666666666667	0.99184318874549
Glucose Day 14	OTU.462	Candidate_division_WS3	uncultured_bacterium	NA	NA	NA	0.657179638047013	43.7142857142857	1.17506762121433
Glucose Day 14	OTU.4662	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	3.78810008456095	43.6666666666667	1.64047990509726
Glucose Day 14	OTU.4687	Chloroflexi	KD4-96	NA	NA	NA	5.74999140384689	40.5	1.93560050545395
Glucose Day 14	OTU.471	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter	5.96377623311047	43.6666666666667	1.89452658911289
Glucose Day 14	OTU.4760	Actinobacteria	Micrococcales	Cellulomonadaceae	Cellulomonas	NA	3.79606377424044	46.5	1.86883480914168
Glucose Day 14	OTU.477	Actinobacteria	Thermoleophilia	Gaiellales	uncultured	uncultured_bacterium	0	47	2.63905732961526
Glucose Day 14	OTU.4788	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	uncultured	1.83403623003709	43.4285714285714	1.85379963530164
Glucose Day 14	OTU.489	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	4.19104308155171	46.5	0.752038698388137
Glucose Day 14	OTU.491	Firmicutes	Bacilli	Bacillales	Planococcaceae	Incertae_Sedis	5.02324618879491	46.5	0.202732554054082
Glucose Day 14	OTU.4920	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	uncultured	4.64400167263961	39.6666666666667	1.24588987276112
Glucose Day 14	OTU.4941	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	4.50867516166892	45.6	2.00344656354567
Glucose Day 14	OTU.4954	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	46.5	1.52226121886171
Glucose Day 14	OTU.499	Nitrospirae	Nitrospira	Nitrospirales	0319-6A21	uncultured_bacterium	1.09015712075138	46.3333333333333	2.58767376967284
Glucose Day 14	OTU.5	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	1.49146987256676	43.2857142857143	0.591876389484505
Glucose Day 14	OTU.505	Chloroflexi	AKIW781	uncultured_bacterium	NA	NA	1.8340253537155	46.5	2.29248373933529
Glucose Day 14	OTU.51	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	8.01268132216152	46.6666666666667	1.38104490879718
Glucose Day 14	OTU.511	Proteobacteria	Alphaproteobacteria	Rickettsiales	Candidatus_Odyssella	NA	5.46034124191195	44.5	1.74317759500123
Glucose Day 14	OTU.517	Actinobacteria	Acidimicrobiia	Acidimicrobiales	NA	NA	1.91043698632748	39.6666666666667	1.24588987276112
Glucose Day 14	OTU.52	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Candidatus_Alysiosphaera	uncultured_bacterium	0.34371126891845	47	2.63905732961526
Glucose Day 14	OTU.520	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	NA	0.657179638047013	47	2.63905732961526
Glucose Day 14	OTU.524	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	5.4958281877717	40.25	0.955706856655919
Glucose Day 14	OTU.525	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	uncultured	6.51525138251441	42.3333333333333	1.52832249289019
Glucose Day 14	OTU.528	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Iamiaceae	Iamia	1.42502229840559	41.25	1.42089494183467
Glucose Day 14	OTU.54	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	4.05728229055448	41.5	1.19182225886613
Glucose Day 14	OTU.545	Chloroflexi	TK10	uncultured_bacterium	NA	NA	3.28627558797417	47	2.63905732961526
Glucose Day 14	OTU.546	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	1.24910572757588	43.6666666666667	2.05119446552814
Glucose Day 14	OTU.57	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	0.0970702679034502	47	2.63905732961526
Glucose Day 14	OTU.5719	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	0	41.25	1.42089494183467
Glucose Day 14	OTU.5723	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	CL500-29_marine_group	0.983969037515554	41.25	1.42089494183467
Glucose Day 14	OTU.576	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0.701354258205001	43.3333333333333	-0.0351201718859421
Glucose Day 14	OTU.5770	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0	46	0
Glucose Day 14	OTU.5773	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_Chloroflexi_bacterium	NA	7.25590105249105	47	2.63905732961526
Glucose Day 14	OTU.5846	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	uncultured_bacterium	2.32793724013326	47	2.63905732961526
Glucose Day 14	OTU.5886	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	2.52448078282731	42.5	1.48776478311824
Glucose Day 14	OTU.5912	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0	42.25	0.698302002360629
Glucose Day 14	OTU.597	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	4.85571040103345	47	2.63905732961526
Glucose Day 14	OTU.6	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	8.3124780737077	42.3333333333333	1.26008284081784
Glucose Day 14	OTU.609	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	1.83408588685113	46.5	0.549306144334055
Glucose Day 14	OTU.61	Bacteroidetes	Flavobacteria	Flavobacteriales	Flavobacteriaceae	Flavobacterium	6.81842065146443	43.25	1.24760814669468
Glucose Day 14	OTU.6102	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella	NA	6.10245350350896	46.5	1.44518587894808
Glucose Day 14	OTU.614	Chloroflexi	Thermomicrobia	JG30-KF-CM45	uncultured_bacterium	NA	0.249158702589776	45.25	1.84454387202827
